"标识","编码","名称","上级"
"801011200","8010112","防DDoS设备","云资源池设备"
"801020000","80102","云资源管理设备","业务平台云资源池"
"801020400","8010204","磁带库","云资源管理设备"
"801020701","801020701","路由器机框","路由器"
"801020800","8010208","交换机","云资源管理设备"
"801021000","8010210","防火墙","云资源管理设备"
"801021100","8010211","IPS设备","云资源管理设备"
"801030000","80103","互联网数据中心（IDC）设备","业务平台云资源池"
"801030300","8010303","KVM和机架内维护终端","互联网数据中心（IDC）设备"
"801030400","8010304","磁带库","互联网数据中心（IDC）设备"
"801030600","8010306","光纤通道交换机","互联网数据中心（IDC）设备"
"801030901","801030901","负载均衡设备机框","负载均衡设备"
"801031200","8010312","IPS设备","互联网数据中心（IDC）设备"
"801031300","8010313","防DDoS设备","互联网数据中心（IDC）设备"
"801031500","8010315","机架","互联网数据中心（IDC）设备"
"802010200","8020102","小型机","移动/宽带业务管理平台(ISMP)"
"802010300","8020103","KVM和机架内维护终端","移动/宽带业务管理平台(ISMP)"
"1312010800","13120108","调理柜","炊事设备"
"1312011000","13120110","存货架","炊事设备"
"1312011100","13120111","储藏柜","炊事设备"
"1312011700","13120117","微波炉","炊事设备"
"1312011800","13120118","大灶台","炊事设备"
"1312012000","13120120","食品升降梯","炊事设备"
"1312020200","13120202","和面机","食品加工机械"
"1312020700","13120207","电烤箱炉铛","食品加工机械"
"1312020900","13120209","搅拌机","食品加工机械"
"1312021200","13120212","扎啤机","食品加工机械"
"1313000000","1313","其它设备","其他设备"
"1313010000","131301","其它设备","其它设备"
"1301000000","1301","线路机械设备","其他设备"
"1301020100","13010201","电杆挖坑机","杆路工程机械"
"1302010000","130201","混凝土和灰浆机械","建筑安装机械"
"1302020100","13020201","鼓形混凝土搅拌机","混凝土和灰浆搅拌机"
"1302030000","130203","混凝土浇注机械","建筑安装机械"
"1302050100","13020501","混凝土路面切缝机","混凝土路面修筑机械"
"1302060700","13020607","内燃手动压土机","挖掘机"
"1302080200","13020802","履带式多斗装载机","装载机"
"1302100100","13021001","多头冲击式压实机","冲击作用压实机"
"1302110200","13021102","轮胎式拖拉机","拖拉机"
"1303010100","13030101","自动磨锯机","小型通用机具"
"1306010000","130601","印刷设备","印刷、装订机械"
"1306010400","13060104","凸版印刷机","印刷设备"
"1306010700","13060107","烫金机","印刷设备"
"1306020200","13060202","自动锁线机","装订设备"
"1306050100","13060501","印刷专用复印机","复印、阅读设备"
"1307020000","130702","钻床设备","加工机械"
"1307030300","13070303","其它铣床","铣床设备"
"1307040300","13070403","外磨床","磨、镗床设备"
"1307060200","13070602","插床设备","刨、插、锉床设备"
"1307090000","130709","液压设备","加工机械"
"1307210000","130721","水泥电杆加工设备","加工机械"
"1312020000","131202","食品加工机械","炊事加工设备"
"1304030000","130403","塔式起重设备","起重机械"
"1301020200","13010202","电杆立杆、拔杆机","杆路工程机械"
"1302020300","13020203","锥形倾翻出料混凝土搅拌机","混凝土和灰浆搅拌机"
"1302070100","13020701","履带式推土机","推土机"
"1304040100","13040401","臂架式起重机","臂架式起重设备"
"1306010300","13060103","胶印机","印刷设备"
"1306030500","13060305","誊影制版机","制版设备"
"1307020200","13070202","摇臂钻","钻床设备"
"1307070300","13070703","光电能加工机床","其它机床设备"
"1307190500","13071905","其它电缆加工机","电信电缆加工设备"
"1307220400","13072204","蒸汽自动成型机","其它加工机械设备"
"1308020900","13080209","腰椎自动牵引床","光、电射线医疗设备"
"1308050200","13080502","消毒器","卫生设备"
"1312010400","13120104","大锅灶","炊事设备"
"1312011400","13120114","调料车","炊事设备"
"1313010200","13130102","仪器仪表","其它设备"
"1302040100","13020401","内部插入式震动器","混凝土震动机械"
"1305010100","13050101","胶带传动运输机","胶带传动运输设备"
"1303000000","1303","通用机具","其他设备"
"1309000000","1309","冷冻设备","其他设备"
"1301020000","130102","杆路工程机械","线路机械设备"
"1303010000","130301","小型通用机具","通用机具"
"1307100000","130710","锤锻设备","加工机械"
"1307180000","130718","裸线线条加工设备","加工机械"
"1312010000","131201","炊事设备","炊事加工设备"
"1306040000","130604","铸字设备","印刷、装订机械"
"1302020000","130202","混凝土和灰浆搅拌机","建筑安装机械"
"1302020400","13020204","灰浆搅拌机","混凝土和灰浆搅拌机"
"1302100200","13021002","单头式冲击压实机","冲击作用压实机"
"1304050100","13040501","简易式起重机","简易式起重设备"
"1306030400","13060304","电子制版机","制版设备"
"1307010600","13070106","其它车床","车床设备"
"1307060300","13070603","锉床设备","刨、插、锉床设备"
"1307190100","13071901","对绞机","电信电缆加工设备"
"1308020800","13080208","颈椎牵引椅","光、电射线医疗设备"
"1308050100","13080501","洗衣机","卫生设备"
"1310010100","13100101","干燥箱","干燥箱设备"
"1312010700","13120107","蒸箱","炊事设备"
"1312020600","13120206","电炸锅铛","食品加工机械"
"1302060400","13020604","开沟机","挖掘机"
"1303010400","13030104","型材切割机","小型通用机具"
"1307090100","13070901","液压机","液压设备"
"1307150400","13071504","平刨机","木工机械"
"1312021400","13120214","电饼铛","食品加工机械"
"803060400","8030604","磁带库","智能短信平台"
"901070100","9010701","高比特率数字用户线（HDSL）设备","其他接入设备"
"901070101","901070101","机框","高比特率数字用户线（HDSL）设备"
"901070301","901070301","机框","混合光纤同轴网（HFC）设备"
"901070600","9010706","固定无线接入（FWA）","其他接入设备"
"901070800","9010708","模拟电端机","其他接入设备"
"901071000","9010710","图像模拟传输设备","其他接入设备"
"901071200","9010712","MPEG-2图像压缩传输设备","其他接入设备"
"901080000","90108","有线接入网管系统","有线接入设备"
"901080100","9010801","有线接入网管路由器","有线接入网管系统"
"901080400","9010804","有线接入网管协议转换器","有线接入网管系统"
"901081200","9010812","有线接入网管设备机柜","有线接入网管系统"
"901081500","9010815","有线接入网管智能公话管理系统","有线接入网管系统"
"901081600","9010816","防火墙","有线接入网管系统"
"902010500","9020105","基站控制器","微微蜂窝慢速移动系统（无线市话）"
"902020100","9020201","基站(BS)","无线农话"
"902020300","9020203","无线接入终端","无线农话"
"902040000","90204","集群通信设备","无线接入设备"
"902040300","9020403","输入输出机架","集群通信设备"
"902040400","9020404","DM复用机","集群通信设备"
"902040700","9020407","天馈线","集群通信设备"
"902050000","90205","码分多址无线接入（CDMA）","无线接入设备"
"902060100","9020601","全向基站","蜂窝分组数据无线接入（CDPD）"
"902070000","90207","无线局域网（wlan）接入设备","无线接入设备"
"902070200","9020702","无线接入控制器(AC)","无线局域网（wlan）接入设备"
"902070400","9020704","终端设备","无线局域网（wlan）接入设备"
"902080100","9020801","无线数据基站","无线数据网"
"902080302","902080302","路由器板卡","路由器"
"902081000","9020810","无线数据终端POS机","无线数据网"
"902081302","902081302","路由器板卡","无线数据网管路由器"
"903000000","903","配套通信设备","接入设备"
"903010000","90301","配套通信设备","配套通信设备"
"901050101","901050101","局域网交换机机框","局域网交换机（二三层交换机）"
"901050202","901050202","板卡","不对称数字用户线（ADSL）设备"
"901050402","901050402","板卡","LAN接入层交换机（含集线器）"
"901070200","9010702","数字用户环路载波（DLC）设备","其他接入设备"
"901070302","901070302","板卡","混合光纤同轴网（HFC）设备"
"901070500","9010705","综合业务数字网（ISDN）用户设备","其他接入设备"
"901071100","9010711","基带光传输设备","其他接入设备"
"901071500","9010715","多信道线路倍增系统（SHDSL）设备","其他接入设备"
"901080200","9010802","有线接入网管线路复用设备","有线接入网管系统"
"901081100","9010811","有线接入网管大屏幕演示系统","有线接入网管系统"
